96340,13,1,1460676562000
96340,14,1,1460676564000
96340,16,1,1460676576000
96340,17,1,1460676582000
96340,18,1,1460676580000
96340,20,1,1460676584000
96340,27,1,1460676576000
96340,32,1,1460676588000
96340,33,1,1460676588000
96340,42,1,1460676612000
96340,47,1,1460676566000
96340,49,1,1460676574000
96340,52,1,1460676614000
96340,53,1,1460676614000
96340,60,1,1460676660000
96340,61,1,1460676574000
96340,62,1,1460676572000
96340,63,1,1460676572000
96340,64,1,1460676616000
82510,7,1,1460676618000
82510,21,1,1460676588000
82510,52,1,1460676644000
82510,53,1,1460676646000
82510,54,1,1460676642000
82510,62,1,1460676626000
82510,63,1,1460676626000
82510,69,1,1460676628000
82510,74,1,1460676632000
13077,2,1,1460752818000
13077,3,1,1460752818000
13077,12,1,1460752816000
13077,13,1,1460752824000
25639,2,1,1460676656000
25639,7,1,1460676662000
25639,9,1,1460676154000
25639,14,1,1460676318000
25639,15,1,1460676686000
25639,17,1,1460676686000
25639,18,1,1460676664000
25639,33,1,1460676448000
25639,45,1,1460676084000
25639,60,1,1460676132000
25639,61,1,1460676834000
99839,7,1,1460676556000
99839,10,1,1460676552000
99839,11,1,1460676554000
99839,18,1,1460676558000
99839,31,1,1460676604000
99839,69,1,1460676564000
99839,77,1,1460676568000
17841,9,1,1460676606000
17841,11,1,1460676606000
17841,12,1,1460676608000
17841,14,1,1460676610000
17841,39,1,1460676620000
17841,40,1,1460676622000
17841,42,1,1460676624000
17841,44,1,1460676624000
17841,63,1,1460676632000
27045,1,1,1460676672000
27045,7,1,1460676668000
27045,18,1,1460676678000
27045,20,1,1460676680000
27045,42,1,1460676686000
27045,60,1,1460676874000
27045,62,1,1460676862000
27045,63,1,1460676862000
27045,70,1,1460676858000
27045,79,1,1460676884000
5342,25,1,1460676660000
5342,33,1,1460676658000
5342,34,1,1460676658000
5342,40,1,1460676662000
5342,50,1,1460676656000
5342,62,1,1460676652000
5342,63,1,1460676652000
5342,66,1,1460676652000
5342,67,1,1460676650000
5342,72,1,1460676650000
37022,7,1,1460676692000
37022,20,1,1460676656000
37022,24,1,1460676788000
37022,28,1,1460676626000
37022,33,1,1460677644000
37022,42,1,1460676650000
37022,43,1,1460676648000
37022,69,1,1460676668000
37022,76,1,1460676670000
8910,1,1,1460670952000
8910,7,1,1460670964000
8910,9,1,1460670952000
8910,10,1,1460670952000
8910,14,1,1460670954000
8910,15,1,1460670954000
8910,16,1,1460670952000
27569,1,1,1460677316000
27569,2,1,1460677318000
27569,21,1,1460676674000
27569,28,1,1460676678000
27569,37,1,1460676680000
27569,40,1,1460676682000
27569,44,1,1460676686000
27569,62,1,1460676690000
28567,7,1,1460676602000
28567,11,1,1460676616000
28567,35,1,1460676612000
28567,61,1,1460676628000
28567,74,1,1460676642000
28567,78,1,1460676676000
37902,7,1,1460676602000
37902,10,1,1460676668000
37902,11,1,1460676874000
37902,12,1,1460676664000
37902,39,1,1460676614000
37902,42,1,1460676642000
37902,47,1,1460676612000
96971,1,1,1460763032000
96971,7,1,1460763036000
96971,18,1,1460763038000
96971,20,1,1460763040000
96971,44,1,1460763046000
73744,7,1,1460675948000
73744,18,1,1460675942000
73744,28,1,1460675922000
73744,34,1,1460675910000
73744,68,1,1460675930000
88005,6,1,1460845306000
54801,19,1,1460676616000
54801,29,1,1460676624000
54801,35,1,1460676788000
54801,36,1,1460676632000
54801,37,1,1460676634000
54801,40,1,1460676636000
54801,41,1,1460676638000
54801,64,1,1460676654000
54801,73,1,1460676662000
54801,75,1,1460676658000
13338,56,1,1460676660000
